Row Number,Publisher,Title,Author,Description,URL,Published At
462,Reuters,"Maker of Wegovy, Ozempic showers money on U.S. obesity doctors",Reuters Investigates,"Drugmaker Novo Nordisk paid U.S. medical professionals at least $25.8 million over a decade in fees and expenses related to its weight-loss drugs, a Reuters analysis found. It concentrated that money on an elite group of obesity specialists who advocate givin…",https://www.reuters.com/investigates/special-report/health-obesity-novonordisk-doctors/,2023-12-01T11:43:18Z
463,Chicago Tribune,"Review: ‘Christmas With Elvis’ at the Chopin Theatre feels like a trip back to fearless off-Loop theater, circa 1992",Chris Jones,"Playing a single woman visited by the ghost of Elvis, Brenda Barrie apparently has decided she is doing Eugene O’Neill and proceeds accordingly. She’s very funny, too.",https://www.chicagotribune.com/entertainment/theater/reviews/ct-ent-christmas-with-elvis-review-20231201-qsqwoikvnjdlxorjnawmhi6cqi-story.html,2023-12-01T11:30:00Z
464,Chicago Tribune,Cartoonist Roz Chast explores the history of dreams in hew new book ‘I Must Be Dreaming’,Christopher Borrelli,"In ""I Must Be Dreaming,"" Roz Chast writes about the theory that dreams are sort of screen savers, inserted to keep fluids flowing while we sleep.",https://www.chicagotribune.com/entertainment/ct-ent-roz-chast-holiday-books-20231201-po4csvj7evgwtawuxxv64kjnwa-story.html,2023-12-01T11:15:00Z
465,Chicago Tribune,Letters: Strike at Columbia College in Chicago highlights what’s happening to arts education,Chicago Tribune,"The Columbia College union’s decision to strike speaks to the value of arts education, as well as the school’s mission.",https://www.chicagotribune.com/opinion/letters/ct-letters-vp-120123-20231201-5bjhl3mfffa5pbn5bvklbzi7m4-story.html,2023-12-01T11:00:00Z
466,Chicago Tribune,Elizabeth Shackelford: Ukrainians won’t submit to Russian rule. The horrors of the Holodomor help explain why.,Elizabeth Shackelford,The Great Famine in the 1930s shows Ukraine's good reason not to trust that its people would be safe under Russian rule.,https://www.chicagotribune.com/opinion/commentary/ct-column-ukraine-russia-war-holodomor-shackelford-20231201-pisy7cmanresziem25wwvhqlj4-story.html,2023-12-01T11:00:00Z
467,Chicago Tribune,Editorial: Northwestern’s David Braun deserved to be Big Ten Coach of the Year,The Editorial Board,"Amid the rubble of Chicago sports teams' woes in 2023, we should relish and enjoy the unlikely triumph of Northwestern football and coach David Braun.",https://www.chicagotribune.com/opinion/editorials/ct-editorials-david-braun-northwestern-university-football-pat-fitzgerald-20231201-gox7plzbu5ehjb7wabo4cdgx5i-story.html,2023-12-01T11:00:00Z
468,Chicago Tribune,"Viral photo of two families in 2017 symbolized peace among Muslims, Jews. Now they comfort each other amid the Israel-Hamas war.",Angie Leventis Lourgos,A Tribune photo taken during a rally at O'Hare went viral. The families became close and continue to offer support to each other.,https://www.chicagotribune.com/news/ct-viral-photo-muslim-jewish-israel-hamas-20231201-tkbqs4fovndpvoioqcbkf6zarm-story.html,2023-12-01T11:00:00Z
469,Chicago Tribune,Chicago Architecture Center and City Colleges building a path for youths to find careers in architecture,Darcel Rockett,The Teen Fellows program helps high schoolers gain experience with design and architecture professionals in the industry.,https://www.chicagotribune.com/people/ct-chicago-architecture-center-teen-fellows-program-1117-20231201-nvteglnuljdhpb7rlbpf3ggtsy-story.html,2023-12-01T11:00:00Z
470,Chicago Tribune,"Things to do around Chicago: Mariah Carey, a Holiday Sing-Along and the ‘Hanukkah Goblins’",Chicago Tribune staff,"Coming up around Chicago: the Queen of Christmas, hip hop dance and music to raise the gothic revival roof at Fourth Presbyterian.",https://www.chicagotribune.com/entertainment/ct-ent-what-to-do-chicago-dec2-20231201-cm2bmhb6qfhbbieyacd76qki4q-story.html,2023-12-01T11:00:00Z
471,Chicago Tribune,Juan Rangel: The lesson of migrant handouts and the stifling of the American Dream,Juan Rangel,"Unfortunately for the new migrants, our left of center leadership has made life harder for them with unsustainable government giveaways.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-migrant-chicago-arrivals-venezuela-american-dream-immigration-20231201-h3ymcmpurzfaribzyuxbh6noi4-story.html,2023-12-01T11:00:00Z
472,Chicago Tribune,Christopher Richardson: Prohibition has lessons for us as we grapple with an overwhelming immigration problem,Christopher Richardson,"Similar to the Prohibition era, the illogical nature of our immigration laws has broken the federal government.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-prohibition-immigration-crisis-asylum-work-permits-20231201-3lfoqpqodrdddah6nbicggpsdy-story.html,2023-12-01T11:00:00Z
473,Chicago Tribune,"Stephen J. Lyons: US lawmakers, have you no shame?",Stephen J. Lyons,Gaslighting is all the rage among the politically elite.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-portugal-resgination-us-lawmakers-bob-menendez-george-santos-20231201-wrvedjh3knfytjw2rpxvqi5g7i-story.html,2023-12-01T11:00:00Z
474,Chicago Tribune,"Columbia College strike said to be longest in higher-ed history for adjunct faculty, as picketing enters 2nd month",Zareen Syed,More than 500 faculty members have been on strike after the administration cut more than 300 course sections and increased class sizes.,https://www.chicagotribune.com/education/ct-columbia-college-strike-20231201-kytytqg2gjeu3hevticxgndyju-story.html,2023-12-01T11:00:00Z
475,Reuters,UN flags 127 major climate-warming methane plumes this year,Gloria Dickie,A United Nations-led effort to use space satellites to detect methane leaks from fossil fuel infrastructure has alerted governments to 127 major methane plumes across four continents since its launch at the start of this year.,https://www.reuters.com/business/environment/un-flags-127-major-climate-warming-methane-plumes-this-year-2023-12-01/,2023-12-01T10:23:15Z
476,The Wall Street Journal,The World’s Key Canal Is Clogged Up. Winter Fuel Prices Could Get Wacky.,Megha Mandavia,"In the troubled waters of the Panama Canal, gas carriers—and their investors—are reaping bumper profits",https://www.wsj.com/finance/commodities-futures/the-worlds-key-canal-is-clogged-up-winter-fuel-prices-could-get-wacky-3a35e15d,2023-12-01T10:03:00Z
477,The Wall Street Journal,Alibaba Falls Behind Upstart PDD as Most Valuable Chinese E-Commerce Stock,Dave Sebastian,Ulta Beauty jumps premarket; Dell and Marvell sink.,https://www.wsj.com/livecoverage/stock-market-today-dow-jones-12-01-2023,2023-12-01T09:50:50Z
478,Reuters,COP28: What are they saying at the U.N. climate summit?,Reuters,"World leaders from nearly 200 countries were due to address the U.N. climate summit underway in Dubai, where their countries' delegations are <a href=""/world/cop28-spotlights-global-warnings-about-pain-climate-change-2023-12-01/"">assessing their progress</a> …",https://www.reuters.com/business/environment/cop28-what-are-they-saying-un-climate-summit-2023-12-01/,2023-12-01T09:32:31Z
479,Chicago Tribune,Ask Amy: Cousin drama extends to guardianship,Amy Dickinson,"Dear Amy: My husband and his cousin, “Jerry,” are like brothers. Jerry and I got off on the wrong foot, because after agreeing to be best man at our very small wedding, he backed out because his sister – whom I had never met – hadn’t been invited.",https://www.chicagotribune.com/advice/ask-amy-dickinson-20231201-54kkvbclkbbh5ctff2y6isziu4-story.html,2023-12-01T09:30:00Z
480,Chicago Tribune,Chicago Bulls play their best game of the season — an OT win against the Milwaukee Bucks — without Zach LaVine and DeMar DeRozan,Julia Poe,"Without their two biggest stars, the Chicago Bulls snap a five-game losing streak with a 120-113 overtime victory against the Milwaukee Bucks on Thursday at the United Center.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-milwaukee-bucks-20231201-tyxfopgmijh6bhrypbklvehvlq-story.html,2023-12-01T05:53:28Z
481,Chicago Tribune,"Without three starters, Evergreen Park stands tall behind Keshaun Vaval. How? ‘It’s not just one or two people.’",Jeff Vorva,Keshaun Vaval scored 19 points Thursday to help short-handed Evergreen Park beat Tinley Park 55-51 in a South Suburban Conference crossover.,https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-bbk-evpk-tnpk-st-1203-20231201-uc5hx7bmy5dufm5hablxuqus2e-story.html,2023-12-01T05:39:18Z
482,Chicago Tribune,Loud and clear. Niallie Evans gets the message and West Aurora earns first win of the season. ‘That lit the fire.’,Paul Johnson,Niallie Evans scored the first two baskets of the third quarter to tie the game and West Aurora never looked back for a 44-32 win over Oswego.,https://www.chicagotribune.com/suburbs/aurora-beacon-news/sports/ct-abn-gbk-osw-waur-st-1203-20231201-26rpv3lp5rd5nokw6hpqtliuuy-story.html,2023-12-01T04:43:07Z
483,Reuters,Tesla's Cybertruck - top features and specifications,Reuters,"Tesla's <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Cybertruck has caught the attention of many drivers with its polarizing design that promises a durable build and unique features.",https://www.reuters.com/business/autos-transportation/teslas-cybertruck-top-features-specifications-2023-11-30/,2023-12-01T04:41:05Z
484,Chicago Tribune,"Photos: Chicago Bulls 120, Milwaukee Bucks 113 (OT)",Trent Sprague,"Photos from the Chicago Bulls' 120-113 overtime victory against the Milwaukee Bucks on Thursday, Nov. 30, 2023, at the United Center.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-milwaukee-bucks-photos-20231201-v3mcakzqrbgpnikwfxevmvebye-photogallery.html,2023-12-01T04:17:01Z
485,The Wall Street Journal,"The New Wedding Must-Have: $3,500 Instagram Consultant",Alexa Corse,Conga line of vendors now includes ‘wedding content creator;’ some have their ‘knickers in a twist about it’,https://www.wsj.com/business/weddings-costs-social-media-content-creators-f09c572b,2023-12-01T03:46:53Z
486,Chicago Tribune,The Chicago Bulls are in turmoil with seemingly little to build on. Is coach Billy Donovan’s job in jeopardy?,Julia Poe,The Chicago Bulls entered their home game against the Milwaukee Bucks on Thursday night at 5-14. Is coach Billy Donovan's job in jeopardy?,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-billy-donovan-future-20231201-x67eie6jkzdt5evoc6up4xhkfq-story.html,2023-12-01T01:58:25Z
487,Chicago Tribune,Lawsuit: Evanston’s rezoning for concerts at Ryan Field was ‘backroom deal’ that should be invalidated,Angie Leventis Lourgos,"The City Council's action will lead to traffic congestion, parking problems, litter, public safety issues, a decrease in property values and noise pollution, the suit says.",https://www.chicagotribune.com/suburbs/evanston/ct-lawsuit-evanston-ryan-field-20231201-kydgmyqxmrbvxguvukginlxcee-story.html,2023-12-01T01:36:00Z
488,Chicago Tribune,"CTA Yellow Line remains closed two weeks after crash, as investigation continues",Sarah Freishtat,The CTA has been running shuttle buses to replace Yellow Line service.,https://www.chicagotribune.com/business/transportation/ct-biz-yellow-line-reopen-cta-braking-20231201-qwborezz2bgpthjuipbpcdgc2q-story.html,2023-12-01T01:05:29Z
489,Chicago Tribune,Chicago cop relieved of powers after being charged with falsely reporting armed robbery,Caroline Kubzansky,The 37-year-old officer was put on desk duty the same day she went before a judge for a felony charge.,https://www.chicagotribune.com/news/breaking/ct-officer-released-20231130-20231201-5f3prdokefdf3liiz3yk7narvi-story.html,2023-12-01T00:14:40Z
490,Chicago Tribune,"Catholic school, Augustinians settle sex abuse lawsuit for $2M, activists file complaint against Chicagoland dioceses",Jake Sheridan,"After the $2 million settlement, SNAP activists filed a complaint alleging Chicagoland Catholic leaders impeded the investigation into Fr. Richard McGrath.",https://www.chicagotribune.com/suburbs/daily-southtown/ct-catholic-father-mcgrath-settlement-20231130-btf4ktx6cbatvhw7bxq6vm55ii-story.html,2023-11-30T22:41:38Z
491,Chicago Tribune,"It was far from perfect, but there was a lot to love in the Chicago Bears’ win against the Minnesota Vikings",Dan Wiederer,"Monday’s victory, as flawed and error-filled as it was for the Chicago Bears, came loaded with winning contributions that matter for a team making a difficult and suddenly spirited climb.",https://www.chicagotribune.com/sports/bears/ct-cb-chicago-bears-justin-fields-20231130-r3wmxwegonexrohmyhfbhkdpsm-story.html,2023-11-30T22:19:41Z
492,The Wall Street Journal,"Long-Awaited Cybertruck to Start at $61,000...",wsj,The electric-vehicle maker started deliveries Thursday and revealed the truck’s pricing and specs,https://www.wsj.com/business/autos/tesla-cybertruck-event-delivery-price-b613d149,2023-11-30T22:00:04Z
493,Chicago Tribune,Corey Perry apologizes after his ouster from the Chicago Blackhawks and refutes speculation: ‘I have let you all down’,Phil Thompson,Now-former Chicago Blackhawks forward Corey Perry apologizes in statements and adds he has sought professional help for “my struggles with alcohol.”,https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-corey-perry-statement-20231130-5id34ihcyjg5fpg6kve6vbkrku-story.html,2023-11-30T21:37:53Z
494,Chicago Tribune,Real Estate Matters: Residents in some areas could benefit from trading HOA costs for an increased tax bill,Ilyce Glink and Samuel Tamkin,"While having an HOA may be a pain, there is a reason the HOA was formed and a purpose for it to exist. You’ll need to make sure that you cover all bases before you get rid of the association.",https://www.chicagotribune.com/real-estate/ct-real-estate-matters-benefit-trading-hoa-costs-20231130-ehqszopvwvgo5gbfwt2v5ktouq-story.html,2023-11-30T21:18:09Z
495,Chicago Tribune,An appeals court reinstates gag order that barred Trump from maligning court staff in NY fraud trial,Jennifer Peltz and Michael R. Sisak,A New York appeals court has reinstated a gag order that barred Donald Trump from commenting about court personnel after he disparaged a law clerk in his New York civil fraud trial.,https://www.chicagotribune.com/news/criminal-justice/donald-trump-gag-order-fraud-trial-20231130-lpozmgu6cresjbyfaqvnkzf7ny-story.html,2023-11-30T20:17:36Z
496,Chicago Tribune,Afternoon Briefing: Jurors hear ‘tuna’ recording for first time in Burke trial,Chicago Tribune staff,"Good afternoon, Chicago. Here's what is happening today.",https://www.chicagotribune.com/news/ct-aud-cb-afternoon-briefing-newsletter-nov30-20231130-p5cdzh2g7fg5bo5wv5kidgdbsq-story.html,2023-11-30T20:06:29Z
497,Chicago Tribune,Chicago kids get vaccinated as COVID hospitalizations rising,Rebecca Johnson,"During the week of Nov. 25, about 1,000 new people were admitted to hospitals with COVID-19, a 20% increase compared with the previous week, according to the CDC",https://www.chicagotribune.com/people/health/ct-chicago-free-vaccines-20231203-avy7bmb6brablcqx4vcxyrzrkq-story.html,2023-12-03T23:55:45Z
498,Chicago Tribune,"Kennedy Center honorees include Queen Latifah, Billy Crystal and Dionne Warwick",Ashraf Khalil,"The newest group of Kennedy Center honorees are comedian Billy Crystal, actor Queen Latifah, opera singer Renée Fleming, music star Barry Gibb and prolific hitmaker Dionne Warwick.",https://www.chicagotribune.com/entertainment/ct-ent-kennedy-center-honors-20231203-ehlnqyuplng4zao46iot2a6qgu-story.html,2023-12-03T23:07:45Z
499,Reuters,What to watch at COP28 on Monday,Reuters,"Monday is finance day at COP28, which means more funding is likely to be announced for the climate cause.",https://www.reuters.com/business/environment/what-watch-cop28-monday-2023-12-03/,2023-12-03T21:14:33Z
500,Chicago Tribune,"Fire at historic Swift Mansion in Bronzeville under control, Chicago Fire Department says",Rebecca Johnson,"No one was injured in a Sunday fire at the Swift Mansion, a historic house in the Bronzeville neighborhood, according to the Chicago Fire Department.",https://www.chicagotribune.com/news/breaking/ct-fire-swift-mansion-20231203-rc5sprrbjjf7fjgnssohlvwwpe-story.html,2023-12-03T21:12:40Z
501,Chicago Tribune,Alaska Air to buy Hawaiian Airlines in a $1.9 billion deal,Associated Press Staff,Alaska Air Group said Sunday it agreed to buy Hawaiian Airlines in a $1.9 billion deal including debt.,https://www.chicagotribune.com/business/ct-biz-alaska-air-hawaii-merger-20231203-zwiqggxf5nalna4t62ralw62qa-story.html,2023-12-03T20:48:23Z
502,The Wall Street Journal,Alaska Air Reaches Deal to Buy Hawaiian Airlines,Alison Sider,Alaska Air will pay roughly $1 billion in cash to acquire a rival in the Pacific region,https://www.wsj.com/business/airlines/alaska-air-nears-deal-to-buy-hawaiian-airlines-07ce881b,2023-12-03T20:04:10Z
503,Chicago Tribune,NFL issues no fines in Chicago Bears nickel back Kyler Gordon’s face mask fracas with the Minnesota Vikings’ Brandon Powell,Dan Wiederer,"Chicago Bears nickel back Kyler Gordon was not fined after being penalized for taunting Monday, and Minnesota Vikings wide receiver Brandon Powell also dodged punishment after breaking Gordon's face mask during a first-half skirmish.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-kyler-gordon-face-mask-20231203-sibgrigulbgvdmm2dih7chhfyi-story.html,2023-12-03T19:05:19Z
504,Reuters,Ethiopia signs $600 mln wind farm deal with UAE'S AMEA Power,Reuters,"Ethiopia has signed an agreement with United Arab Emirates' AMEA Power for the construction of a 300 megawatt wind farm at a cost of $600 million, its finance ministry said on Sunday.",https://www.reuters.com/business/energy/ethiopia-signs-600-mln-wind-farm-deal-with-uaes-amea-power-2023-12-03/,2023-12-03T18:15:16Z
505,Chicago Tribune,Beyoncé’s ‘Renaissance’ is No. 1 at the box office with $21 million debut,Lindsey Bahr,Beyoncé ruled the box office this weekend.,https://www.chicagotribune.com/entertainment/movies/ct-aud-nw-box-office-renaissance-20231203-j4ubcivfjveb5p72flvftesnyq-story.html,2023-12-03T17:56:45Z
506,Chicago Tribune,Review: ‘The Nutcracker’ by the Joffrey Ballet tugs the heartstrings — whether it’s your first time or 51st,Lauren Warnecke,Americans love “Nutcracker” because it’s an unwavering treatise about dreams coming true.,https://www.chicagotribune.com/entertainment/theater/reviews/ct-ent-nutcracker-joffrey-ballet-review-20231203-ww4oqylpsvea3fzjucxoyl7p3q-story.html,2023-12-03T17:07:43Z
507,Chicago Tribune,"Man fatally shot at Oakbrook Terrace hotel, one in custody, police say",Rebecca Johnson,Police responded to a call of shots fired at about 8:30 p.m. at the Hilton Chicago/Oak Brook Suites in Oakbrook Terrace.,https://www.chicagotribune.com/news/ct-oakbrook-terrace-shooting-at-hilton-suites-20231203-snvhnarib5hszkslypmfdo6ddi-story.html,2023-12-03T16:58:56Z
508,Reuters,"Al Gore slams COP28 climate summit host UAE, says its emissions soared",Valerie Volcovici,Climate advocate and former U.S. Vice President Al Gore on Sunday slammed the UAE - host of the COP28 climate summit - saying its position as overseer of international negotiations on global warming this year was an abuse of public trust.,https://www.reuters.com/business/environment/al-gore-slams-cop28-climate-summit-host-uae-says-its-emissions-soared-2023-12-03/,2023-12-03T16:15:05Z
509,Chicago Tribune,Roseland man charged with first-degree murder in April shooting,Rebecca Johnson,"A 21-year-old Roseland man was charged with first degree murder for killing a 40-year-old man in April, according to Chicago police.",https://www.chicagotribune.com/news/breaking/ct-roseland-man-charged-april-shooting-20231203-xr4jdwujrfgxjfh52xp4ucmm7q-story.html,2023-12-03T15:40:02Z
510,Chicago Tribune,"Kiss say farewell to live touring, become first US band to go virtual and become digital avatars",Maria Sherman,"On Saturday night, Kiss closed out the final performance of their “The End of the Road” farewell tour at New York City’s famed Madison Square Garden.But as dedicated fans surely know — they were never going to call it quits. Not really.",https://www.chicagotribune.com/entertainment/music/ct-aud-nw-kiss-virtual-tour-20231203-ea4cboszzzdylas3rcuic4gjhe-story.html,2023-12-03T15:24:02Z
511,Chicago Tribune,"Here’s why the UAE, the autocratic COP28 host, has to allow limited protests at the summit",Jon Gambrell,Participants at the United Nations’ COP28 climate talks Sunday found themselves greeted by the rarest sights in the United Arab Emirates — public protests.,https://www.chicagotribune.com/news/environment/ct-aud-nw-cop28-protests-20231203-pjsup6vz5rh57nusw5guvo2bbi-story.html,2023-12-03T15:17:09Z
512,Chicago Tribune,Earth is running a fever. And UN climate talks are focusing on the contagious effect on human health,Jamey Keaten,"With Planet Earth running a fever, U.N. climate talks focused Sunday on the contagious effects on human health.",https://www.chicagotribune.com/news/environment/ct-aud-nw-un-climate-talks-earth-temperature-20231203-pgb2bw2gxbdbfg4r55evc2uppi-story.html,2023-12-03T15:01:55Z
513,The Wall Street Journal,The Stocks Investors Are Putting Under the Tree,Hardika Singh,Shares of retailers including Victoria’s Secret and Foot Locker are surging despite mixed holiday updates,https://www.wsj.com/finance/stocks/the-stocks-investors-are-putting-under-the-tree-a5678f4d,2023-12-03T15:00:00Z
514,Reuters,"UBS to expand presence in U.S. market, NZZ Am Sonntag reports",Reuters,"Swiss bank UBS <a href=""https://www.reuters.com/markets/companies/UBSG.S"" target=""_blank"">(UBSG.S)</a> plans to expand its presence in the U.S. market as part of its strategy to hit $150 billion in net new money, or inflow of new funds, per year, an executive…",https://www.reuters.com/business/finance/ubs-expand-presence-us-market-swiss-paper-2023-12-03/,2023-12-03T14:55:30Z
515,Chicago Tribune,No SEC? Unbeaten Power 5 left out? The final 4-team College Football Playoff will be unlike any other.,Ralph D. Russo,The four-team version of the College Football Playoff is going out with drama and controversy.,https://www.chicagotribune.com/sports/college/ct-college-football-playoff-ranking-20231203-o5zlfbcnpbbpbitzqvi5xijc5q-story.html,2023-12-03T14:38:35Z
516,Reuters,Explainer: How will the Supreme Court reshape US opioid epidemic relief?,John Kruzel,"The U.S. Supreme Court is set on Monday to <a href=""/legal/us-supreme-court-scrutinize-purdue-pharma-bankruptcy-settlement-2023-08-10/"">hear arguments</a> over the legality of a roughly $6 billion <a href=""/legal/purdue-pharma-can-protect-sackler-owners-opioi…",https://www.reuters.com/business/healthcare-pharmaceuticals/how-will-supreme-court-reshape-us-opioid-epidemic-relief-2023-12-03/,2023-12-03T14:23:45Z
517,The Wall Street Journal,Hundreds of Stocks Have Fallen Below $1. They’re Still Listed on Nasdaq.,Alexander Osipovich,Investor-protection advocates say many belong to risky small companies that should be on the OTC market,https://www.wsj.com/finance/stocks/hundreds-of-stocks-have-fallen-below-1-theyre-still-listed-on-nasdaq-c8e36abf,2023-12-03T13:30:00Z
518,The Wall Street Journal,Momentum Investing Has Struggled for 20 Years. Here’s Why.,Mark Hulbert,"A mutual-funds rating company changed its methodology two decades ago, and that apparently has made all the difference",https://www.wsj.com/finance/investing/momentum-investing-mutual-funds-b855c681,2023-12-03T13:30:00Z
519,The Wall Street Journal,Billions in U.S. Funding Hasn't Convinced Developing World to Ditch Coal...,wsj,South Africa and Indonesia are backtracking on commitments to burn less of the dirtiest fossil fuel,https://www.wsj.com/world/billions-in-u-s-funding-hasnt-convinced-developing-world-to-ditch-coal-f11ffa57,2023-12-03T13:00:05Z
520,Reuters,Scientists launch research effort at COP28 for Congo rainforest,Jake Spring,"Hundreds of scientists at the United Nations <a href=""https://www.reuters.com/sustainability/cop/"">COP28</a> climate summit on Sunday launched a research coalition aimed at correcting a historic lack of information about the Congo River basin and its rainfore…",https://www.reuters.com/business/environment/scientists-launch-research-effort-cop28-congo-rainforest-2023-12-03/,2023-12-03T12:19:35Z
521,Chicago Tribune,"Column: A potential Christmas Eve miracle, an edible bowl mascot and other sports topics to debate in December",Paul Sullivan,"Topics to debate this week include Aaron Rodgers' potential comeback, Corey Perry's ""apology,"" Lou Piniella's Hall of Fame candidacy and a bowl mascot that could be eaten after the game.",https://www.chicagotribune.com/sports/ct-cb-december-sports-edible-mascot-aaron-rodgers-20231203-4coxd6cwovbxlpt5ytrmais3km-story.html,2023-12-03T12:00:04Z
522,Chicago Tribune,When will Shohei Ohtani make a decision? 3 questions facing the Chicago Cubs ahead of the winter meetings.,Meghan Montemurro,Jed Hoyer and the Chicago Cubs have multiple paths to building a playoff roster in the next two months with Shohei Ohtani representing the marquee prize.,https://www.chicagotribune.com/sports/cubs/ct-chicago-cubs-shohei-ohtani-jed-hoyer-20231203-xxm3vc3gxva2fer3rfqo4ami2y-story.html,2023-12-03T12:00:00Z
523,Chicago Tribune,Start over? Stay the course? Ryan Poles is nearing a series of landmark decisions with the Chicago Bears’ QB and coaching future.,Dan Wiederer,"With a little more than a month left in the season, GM Ryan Poles remains a compelling character in this Chicago Bears saga, a decision maker who is about to become one of the most influential figures within a pivotal NFL offseason.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-ryan-poles-caleb-williams-20231203-ygr5l7fcavea5n4s7dfogaguvu-story.html,2023-12-03T12:00:00Z
524,Reuters,Hillary Clinton at COP28 climate talks calls for insurance reform,Elizabeth Piper,"Former U.S. Secretary of State Hillary Clinton called on Sunday for reform of the insurance sector, where companies are increasingly withdrawing assistance against climate shocks.",https://www.reuters.com/business/environment/hillary-clinton-cop28-climate-talks-calls-insurance-reform-2023-12-03/,2023-12-03T11:53:39Z
525,Chicago Tribune,David Olson and Don Stemen: Illinois counties have become less reliant on prison. Can we further improve that?,"David Olson, Don Stemen",Roughly 70% to 75% of Illinois’ counties saw the number and likelihood of prison sentences decrease from 2010 to 2023.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-decreased-prison-sentences-data-illinois-services-20231203-d245i7z3gbd5bfskz7hky46f7a-story.html,2023-12-03T11:00:00Z
526,Chicago Tribune,"A plea to Biden from longtime immigrants in Chicago: ‘Please don’t forget about us, we need job permits too’",Laura Rodríguez Presa,Thousands of immigrants who live in Chicago without legal authorization and are demanding the Biden administration give them the opportunity to work legally.,https://www.chicagotribune.com/news/ct-undocumented-workers-demand-job-permits-new-migrants-20231203-u6d4xzcr2jexbajtp534ridkzq-story.html,2023-12-03T11:00:00Z
527,Chicago Tribune,Letters: How Chicago can support its museums and its talent and revive its downtown scene,Chicago Tribune,How about making all our star museums free — at least to Illinois residents?,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-120323-20231203-uukzif6t25hcpmgj7t4abecwai-story.html,2023-12-03T11:00:00Z
528,Chicago Tribune,"Infamous ‘tuna’ quote, other secret recordings paint picture of old-school Chicago in Ed Burke corruption trial","Ray Long, Jason Meisner, Megan Crepeau","Five years after federal agents raided then-Ald. Ed Burke’s City Hall office, jurors at his corruption trial last week got to hear what’s fast becoming known simply as the “tuna” call",https://www.chicagotribune.com/news/criminal-justice/ct-ald-ed-burke-corruption-trial-week-4-recap-tuna-20231203-zu3yd2nh65bsfact4xfba4iu6m-story.html,2023-12-03T11:00:00Z
529,Chicago Tribune,"Chicago seeing a drop in homicides as 2023 nears end, but not in every neighborhood","Sam Charles, Caroline Kubzansky","Chicago is poised to see a double-digit percentage drop in homicides in 2023, welcome news for a freshman mayor and a police superintendent who took the reins of the department just a couple of months ago. But killings have actually increased or remained flat…",https://www.chicagotribune.com/news/criminal-justice/ct-citywide-murders-2023-20231203-wo3w3bvyonad5bh6hysgve3x3y-story.html,2023-12-03T11:00:00Z
530,Chicago Tribune,Winter prime time for pruning,Beth Botts,Some tips from the Plant Clinic for pruning in wintertime.,https://www.chicagotribune.com/lifestyles/home-and-garden/ct-home-garden-morton-1130-20231203-ift5aismnvfzbpj3zgukq6b3jm-story.html,2023-12-03T11:00:00Z
531,Chicago Tribune,"Doctors: With Ozempic and other weight loss drugs, obesity is now more treatable than ever","Cory Franklin, Robert Weinstein","Ozempic and other weight loss drugs are a new vista for the treatment of obesity. However, there is still much to learn.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-ozempic-semaglutides-treatment-obesity-20231203-bdptvod2qbgihh6royezfmkhl4-story.html,2023-12-03T11:00:00Z
532,Reuters,"Indonesia, ADB, owners agree to shutter first coal-fired power station early",Simon Jessop,"Indonesia and the Asian Development Bank have agreed a provisional deal with the owners of the Cirebon-1 coal-fired power plant to shutter it almost seven years earlier than planned, the ADB's senior climate change energy specialist told Reuters.",https://www.reuters.com/business/energy/indonesia-adb-owners-agree-shutter-first-coal-fired-power-station-early-2023-12-03/,2023-12-03T10:25:34Z
533,Chicago Tribune,Ask Amy: Any ideas on how to move on and get over my anger?,Amy Dickinson,"One way to move on would be to actually move on, writes Amy Dickinson.",https://www.chicagotribune.com/advice/ask-amy-dickinson-20231203-tq45er7hprdmzfb7es6y7ezys4-story.html,2023-12-03T09:30:00Z
534,Reuters,"Exclusive: Top development banks at COP28 vow to up climate game, quiet on fossil fuels - document",Simon Jessop,"Ten of the world's top development banks pledged to step up their climate efforts at the COP28 summit, yet failed to say anything about halting financing for fossil fuel projects, a document seen by Reuters showed.",https://www.reuters.com/business/environment/top-development-banks-cop28-vow-up-climate-game-quiet-fossil-fuels-document-2023-12-03/,2023-12-03T08:53:49Z
