,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
606,"Despite economic headwinds in 2023, life sciences development still a bright spot in Chicago",-0.007839889149181545,"A flurry of new leases has developers anticipating strong growth in the sector, enough to kick-start new towers dedicated to life sciences.",0.048215645251730166,Brian J. Rogal,0.08927076242980547
607,"Chicago planted 23,000 trees this year, with 8,600 going to neighborhoods with the highest need, officials say",-0.11585312557872385,"The city planted about 500 trees in Brighton Park, 200 in Archer Heights and 90 in Gage Park this year — three of its 22 priority spots.",0.1916072170715779,Rebecca Johnson,0.12877396098338068
608,"Jim Goodman and Anthony Pahnke: This holiday season, let’s make our politics honor food’s sacred nature",-0.019666727632284164,We can promote policies to ensure that everyone has access to food and the necessary means to grow it for themselves and their communities.,0.05066826943129854,"Jim Goodman, Anthony Pahnke",0.06529325220617466
609,Letters: Christmas can be a time of reflection in this fragile world,-0.029795411974191666,Our world is truly in need of reflection of our spiritual lives.,0.06556763578555547,Chicago Tribune,0.029284661446581595
610,Michael Peregrine: 1968′s Apollo 8 voyage gave a divided America and world the Christmas gift of hope,-0.022912461950909346,"During those six days, Apollo 8 carried with it the curiosity of a bitterly torn but ultimately hopeful world.",0.05999625782715157,Michael Peregrine,0.09423903666902333
611,Ask Amy: Let children play!,-0.0864271626342088,Dear Amy: I have two boys – ages six and three – who show every sign of loving gender-typical toys like cars and trucks. They also love the toy kitchen we bought when our older one was three.,0.14301861667536286,Amy Dickinson,0.12645126512506977
612,"China Is Stealing AI Secrets to Turbocharge Spying, U.S. Says",-0.05025708622997627,"U.S. officials are worried about hacking and insider theft of AI secrets, which China has denied",0.0050222460413351655,"Robert McMillan, Dustin Volz, Aruna Viswanatha",0.024323654011823237
613,Khalil Herbert and Justin Fields run all over Arizona Cardinals in Chicago Bears win: ‘There were like highways out there’,0.005943959838987212,Running back Khalil Herbert rushed for a season-high 112 yards and the Chicago Bears totaled 250 on the ground to fuel a 27-16 victory over the Arizona Cardinals.,0.15968678049830487,Colleen Kane,0.2071846207472845
614,Column: The Chicago Bears take care of business with a Christmas Eve defeat of the Arizona Cardinals,-0.11417879979126155,"As the Chicago Bears tied a bow on their Christmas gift to the city they added a dash of valuable perspective. Yes, Chicago, there is meaningful progress being made.",0.2585427425801754,Dan Wiederer,0.14125793243874796
615,"‘I can still play ball’: Closing in on 40, Chicago Bears tight end Marcedes Lewis is making his presence felt",-0.11671768877567956,"When Marcedes Lewis arrived in August, he knew the Chicago Bears would be counting on him to be a resource for younger players. But Lewis also wanted it known immediately that he would contribute to the offense, “I’m not here just to have a jersey and be all …",0.2088731880821797,Dan Wiederer,0.19304011962958612
616,"New Trier alumnus sings with Chicago Symphony Orchestra, Metropolitan Opera",-0.08587443483156676,New Trier Township High School graduate Matthew Polenzani has come a long way as a singer since his high school days ended in 1986 and most recently performed with the Chicago Symphony Orchestra for its Messiah performances from Dec. 21 to 23.,0.18346677711815573,Corey Schmidt,0.17648274952807697
617,What Went Right in 2023,-0.05293474701466039,"Americans are ending the year in a sour mood, but the past year gave reasons for optimism, from new weight-loss drugs to economic resilience to falling crime.",0.1179355732165277,Zachary Karabell,0.09487961995182559
618,Donald Trump denies he bullied his way into ‘Home Alone 2′,0.008771223830990493,Donald Trump criticized “Home Alone 2: Lost in New York” director Chris Columbus on Wednesday for claiming in an interview that Trump bullied his way into the 1992 sequel.,0.06433939118869603,Michaela Zee,0.13796961726620793
619,Cher files for conservatorship of her son Elijah Blue Allman,-0.00042311332072131336,"Cher has filed for a conservatorship over her son Elijah Blue Allman’s finances, court documents reveal.",-0.01190746040083468,Thania Garcia,0.020487910602241755
620,"Chicago White Sox sign left-handed reliever Tim Hill to a 1-year, $1.8 million deal",-0.08470818703062832,"The Chicago White Sox have a new left-handed option in the bullpen after signing reliever Tim Hill to a one-year, $1.8 million deal on Thursday, a source confirmed to the Tribune.",0.17186319979373366,LaMond Pope,0.2062674386324943
621,"Wall Street’s seismic shift propels Dallas past Chicago, LA",-0.05404752315371297,"Now the country’s fourth-largest metro, Dallas-Fort Worth surpassed Chicago and Los Angeles during the pandemic to become the No. 2 area for finance jobs.",0.11637525420519523,Shelly Hagan,0.1405149904312566
622,Top Stories of 2023: Migrants find their way to Lake County; service organizations struggle to keep up with demand,-0.016178116900846362,The number of migrants – many seeking asylum – who have found their way to Lake County has grown steadily throughout the year.,0.18961283919634297,Chloe Hilles,0.17528155946638435
623,"Susan Catania, former state lawmaker and ‘fighter’ for equality, dies at 81",-0.06432617316022515,The former Illinois state representative who grew up in the Beverly community died following a November house fire in Wisconsin.,0.07418593217153102,Bob Goldsborough,0.16951399396930356
624,Illinois suspends men’s basketball player Terrence Shannon Jr. following rape charge,-0.051703783858101815,"Illinois has suspended basketball player Terrence Shannon Jr. after he was charged with rape in connection with an incident that is alleged to have happened in Lawrence, Kansas, in September.",0.06247203689417802,Chicago Tribune,0.1337560670217499
625,How Dave Chappelle Fights Culture War From Stage...,-0.04615749412914738,Chappelle sold more tickets in the past year than any other comedian despite repeated controversies and blowback. Now he’s planning to open his own comedy clubs.,0.12207580311223865,wsj,0.08348039585689548
626,Afternoon Briefing: Where and how to recycle your Christmas tree,-0.049700856499839574,"Good afternoon, Chicago. Here's what is happening today.",0.08032070589251816,Chicago Tribune staff,0.08454675041139126
627,Mayor Johnson taps affordable housing advocate to head city’s Department of Housing,-0.03954638823051937,Johnson also appointed the acting executive director for the Office of Emergency Management and Communications to the post permanently.,0.07066425280936528,"A.D. Quig, Lizzie Kane",0.10340812998765614
628,Mayor Johnson taps affordable housing advocate to head city’s Department of Housing,-0.03954638823051937,Johnson also appointed the acting executive director for the Office of Emergency Management and Communications to the post permanently.,0.07066425280936528,"A.D. Quig, Lizzie Kane",0.10340812998765614
629,"With gift cards in hand and items to exchange, shoppers keep Aurora stores hopping after Christmas: ‘It’s all about the sales and getting good deals’",-0.051300641238412936,"The Christmas rush may be over, but for merchants and shoppers the fun has only begun as post-holiday shopping rolls on at stores in Aurora.",0.1467733633471653,David Sharos,0.1221162894871668
630,"At an Aspen Ski Resort, These Influencers Aren’t Welcome",0.029234171728603542,Resort operator Aspen Skiing says a luxury retailer is appropriating its brand,0.020830929433941492,Joseph Pisani,-0.005931658379267901
631,"Chicago weather: The hottest, coldest, wettest and snowiest days of 2023",-0.033270247862674296,"Chicago experienced tornadoes in February and March, multiple rounds of severe storms in April, flash floods in July and September, and a lack of snowfall to end 2023.",0.09030079691729043,Kori Rumore,0.10792360338382423
632,STOCKS HIT ANOTHER RECORD HIGH...,0.006890685413964093,"The U.S. dollar gave up more ground against major currencies, taking it toward its weakest level in five months. Stock futures were little changed.",0.08170962217263877,wsj,0.03843605875954381
633,Connor Bedard scores his 1st OT game-winner: 5 takeaways from Chicago Blackhawks’ 2-1 win over the Winnipeg Jets,-0.03178343997569755,Connor Bedard's two goals and Petr Mrazek's 37 saves were pivotal to the Chicago Blackhawks' overtime win over the Winnipeg Jets.,0.18765736720524728,Phil Thompson,0.20349184806764242
634,Where and how to recycle your Christmas tree in Chicago and the suburbs,-0.02964773471467197,Chicago has 27 drop-off sites for Christmas trees and many suburbs will take your live tree away for free.,0.07779489364475012,Kori Rumore,0.068386823637411
635,"Review: Feisty and ferocious, Chicago-born Patti Smith and band buzz with electricity at the Salt Shed",-0.02370755810989067,"Though Patti Smith is no stranger to remarkable performances, her transcendent showing at the Salt Shed unfolded as the stuff of legend.",0.10171662511129398,Bob Gendron,0.012586302065756172
636,"Meet the Neighbors Who Want Your Leaves: ‘I’m Stealing, but It’s Good for the Earth’",-0.08056790381669998,"Meet the Neighbors Who Want Your Leaves: ‘I’m Stealing, but It’s Good for the Earth’wsj.com",0.059081553597934544,Sarah Nassauer,0.020965094910934567
637,Apple Is Being Overtaken by Chinese Smartphone Rivals—in Cars,-0.016198583180084825,"Huawei, Xiaomi introduce electric vehicles designed to work with their phones",0.00858613227319438,Yang Jie,0.01020124540082179
638,Mark Cuban says the changing NBA landscape led to his sale of the Dallas Mavericks to casino families,-0.03862031118478626,Mark Cuban sees a future of NBA ownership where the advantages will be in real estate.,0.08426870708353817,Schuyler Dixon,0.03599236439913511
639,Fenwick High School names John Finan as new principal starting next school year,-0.05410602514166385,"After an unexpected leadership change earlier this month, Fenwick High School in Oak Park has named a new principal who will start next school year.",0.2697882163338363,Rebecca Johnson,0.13334585920529207
640,A new league for a new mom: Kendall Coyne Schofield returns to hockey in the PWHL’s inaugural season,0.0067927347554359585,"Kendall Coyne Schofield is relishing her return to hockey, and doing so as a first-time mother. She will be bringing her six-month-old son Drew along for the journey while playing for Minnesota in the newly established Professional Women’s Hockey League.",0.14789792380179279,John Wawrow,0.07628395466599613
641,MARINES Transformed to Take On China. Will They Be Ready for Everything Else?,-0.029037646716460586,A plan to redesign the Corps stirred warnings that it might have gone too far,0.07721325167221949,wsj,0.0043390456412453204
642,The Year College Football Ate Itself...,-0.05949255980158341,"After months of maneuvering and spending—farewell, Pac 12; hello $75 million for Jimbo Fisher—it’s impossible to pretend it’s anything but another ruthless business",0.10936804284574464,wsj,0.07747106587339658
643,Biden Knew Carter Was in Trouble in '79. Now He's in Same Boat...,-0.007508799142669886,Both presidents faced inflation and foreign-policy challenges as they sought a second term,0.033433713600970805,wsj,-0.003180862666340545
644,Israel-Iran Tensions Fuel Fears War Could Spread Beyond Gaza...,-0.011852300609461963,Israel says diplomacy isn’t stemming attacks from Hezbollah and other militias backed by Tehran,0.04893240224919282,wsj,0.10236433528189082
645,"Daywatch: Driver trapped in truck for 6 days, surviving on rain water",-0.06330601096851751,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.09431720233988017,Chicago Tribune staff,0.10738040565047413
646,Real Estate Matters: Homeowner’s credit score drops after mortgage sold to new servicer,-0.022732561570592225,How and why credit scores work are a mystery to most people.,0.10606338555226102,Ilyce Glink and Samuel Tamkin,0.07021049305330962
647,True or false: The Chicago Bears have a ton to build on as the year ends — including an impressive Soldier Field winning streak,-0.10383536064182408,Last weekend’s 27-16 defeat of the Arizona Cardinals was the Chicago Bears’ fourth win in the past six games. So what's ahead for the team as they look to carry this season's momentum into 2024?,0.2870074878446758,"Dan Wiederer, Colleen Kane",0.22328587621450424
648,College Football Playoff: Matchups — and predictions — for Michigan vs. Alabama and Texas vs. Washington,-0.07931195810670033,The final four-team College Football Playoff promises to be one of the closest in the 10-year history of the event.,0.08628821118327323,Ralph D. Russo,0.09823840034005116
649,"After decades-long closure, Bridgeport’s Ramova Theatre gets its second act, reopening as a live music space",-0.12973377498565242,"Nearly 40 years after closing, the former Bridgeport movie house begins a new incarnation this New Year’s Eve as a live music space.",0.16887545654026326,Bob Gendron,0.1491350603173487
650,"As logistics centers creep closer to residential areas, neighbors worried about noise and pollution are pushing back",-0.062446585041470826,"With online shoppers demanding ever-faster home deliveries, many new logistics buildings need to be close to dense residential areas.",0.10406704188790172,Brian J. Rogal,0.09155193821061403
651,Letters: We need strong bipartisan legislation to finally start dealing with our immigration issues,-0.05720262031536549,"How many times have you heard or read the words, “President Joe Biden is soft on the border” or “Donald Trump’s border policies are inhumane”?",0.09782278636703268,Chicago Tribune,0.13677068058314035
652,2023 in review: A look at the Israel-Hamas war through Tribune op-eds,-0.05418375344015658,"Since the Oct. 7 attacks, our op-ed contributors have spoken with passion and intellectual rigor about the war and related issues.",0.11153812322299927,Chicago Tribune,0.06621710295439698
653,"In ‘non-sanctuary’ Grundy County, signs along I-55 warned migrant buses to keep driving",-0.06686120957601815,"Naperville, Aurora, Fox River Grove, Elmhurst and Cicero are among the communities that have seen busloads of migrants in recent weeks amid mounting calls for a coordinated response from federal and state governments to the influx of migrants.",0.14147670092643239,Jonathan Bullington,0.17555873154924484
654,"At ‘Climate Cafés,’ mental health experts and environmentalists create a community to tackle climate anxiety",-0.037289369851350784,A study published in the medical journal The Lancet in 2021 found that almost half of Americans surveyed between the ages of 16 and 25 were very worried or extremely worried about climate change and thought humanity was doomed because of it.,0.17074433213565499,Adriana Pérez,0.1400883413552947
655,2023 in review: Life in the US as told through Tribune editorials,-0.05930250487290323,Here is what the Tribune Editorial Board had to say about national issues in 2023.,0.08460388740058988,The Editorial Board,0.040472505112120416
656,Willie Wilson: My predictions for public safety and the economy in Chicago for 2024,-0.0069060015375725925,"In Chicago and beyond, the following issues will dominate the 2024 landscape. Here are Willie Wilson's predictions.",0.04128724959446117,Willie Wilson Wilson,0.11672554482356645
657,Ask the Pediatrician: How to talk with your child about the Israel-Gaza war,0.005595740978606045,Here are some suggestions to help parents and caregivers support children in a constructive and helpful way.,0.03728046891774284,"David Schonfeld, MD, FAAP",0.06166853831382468
658,Ask Amy: Friend sharing private information about husband’s patients,-0.040651434421306476,Dear Amy: I had a long-term close friendship that I have finally completely severed. This friend is married to a prominent doctor.,0.0412584812293062,Amy Dickinson,0.07957805204205215
659,"Devin Hester, Julius Peppers and Jared Allen join Steve McMichael as finalists for the Pro Football Hall of Fame",-0.04459045259136474,First-time candidates Julius Peppers and Antonio Gates joined nine returning finalists who advanced to the final stage of voting for the Pro Football Hall of Fame’s class of 2024.,0.10078172224166337,Josh Dubow,0.10726182648795657
660,"Devin Hester, Julius Peppers and Jared Allen join Steve McMichael as finalists for the Pro Football Hall of Fame",-0.04459045259136474,First-time candidates Julius Peppers and Antonio Gates joined nine returning finalists who advanced to the final stage of voting for the Pro Football Hall of Fame’s class of 2024.,0.10078172224166337,Josh Dubow,0.10726182648795657
661,The Employee Retention Tax Credit Is the Biggest Covid Scam,-0.07486110040917993,"The pandemic tax break was supposed to cost $55 billion. The bill so far: $230 billion, and rising.",0.045574586547445506,The Editorial Board,0.041117844986729324
662,Mayor Brandon Johnson joins New York and Denver mayors in call for federal help with migrants,-0.07742354093352333,"In first-time join appearance, three mayors renew callas cities near a “breaking point” in coping with the crisis.",0.1654971766183735,Caroline Kubzansky,0.13322802528273314
663,Chicago Blackhawks’ Colin Blackwell briefly forgot who he is — a hitter: ‘He’s a little bowling ball coming’,-0.06292342278175056,Chicago Blackhawks forward Colin Blackwell said he got away from his physical game — until he looked at the numbers.,0.17035672767087817,Phil Thompson,0.12498986319405958
664,"Herb Kohl, former owner of Milwaukee Bucks and Wisconsin senator, dies at 88",-0.04986813839059323,"Herb Kohl, a former Democratic U.S. senator from Wisconsin and former owner of the Milwaukee Bucks basketball team, has died. He was 88.",0.04730057160486467,Frederic J. Frommer,0.0877221277623903
665,"Herb Kohl, former owner of Milwaukee Bucks and Wisconsin senator, dies at 88",-0.04986813839059323,"Herb Kohl, a former Democratic U.S. senator from Wisconsin and former owner of the Milwaukee Bucks basketball team, has died. He was 88.",0.04730057160486467,Frederic J. Frommer,0.0877221277623903
666,Montez Sweat has quickly fit with the Chicago Bears defense — ‘I see a hungry group here’ — and helps elevate the standards,-0.06547873659292236,"Montez Sweat believes an elevated standard is being established within the Chicago Bears defense, fueling contagious enthusiasm within the group. “If I make a play, I’m going to look somebody else in the eyes and see if he is ready to match my energy.""",0.18749387963907793,Dan Wiederer,0.16279238712013466
667,"Groupon settles EEOC investigation, launching education fund for Black students",-0.054107735377328936,"Under the EEOC agreement, Groupon will contribute funds to improve primary and secondary STEM education and award scholarships to Black students pursuing advanced degrees in STEM fields.",0.06436061190197506,Lizzie Kane,0.14284354224218987
668,Bulldog Ale House in New Lenox unexpectedly closes,-0.03875367474392988,New Lenox Mayor Tim Baldermann said the restaurant closed officially Christmas Day as a result of a landlord tenant dispute.,0.13408394844736904,Alexandra Kukulka,0.09325763559900224
669,"Zach LaVine is progressing through injury recovery, but the Chicago Bulls haven’t set a return date for the star guard",-0.10660441312938929,"The Chicago Bulls say Zach LaVine hasn't faced any setbacks, but they still aren't sure when he will be ready to return to the court.",0.1718867541230793,Julia Poe,0.13352412258973345
670,Slim Jim promotional car stolen in California is recovered outside Hillside hotel,0.03062648727791384,A cross-country charcuterie con job came to a close Friday afternoon when a custom Slim Jim promotional car stolen in California was discovered outside of Chicago.,0.053986218888894655,Ilana Arougheti,0.016099227621452883
671,"Naperville babysitter charged with stabbing 2 young girls, ages 1 and 4, in chest and back at Lisle home",-0.10592718920088373,A Naperville woman who allegedly stabbed two young children she was babysitting and then tried to kill herself has been charged with attempted murder.,0.12904723710380495,Naperville Sun Staff,0.12442173808813095
672,Flu peak still to come after holidays; medical experts advise those with symptoms to stay home to limit spread,-0.0722826992496266,"Fewer patients this December are being hospitalized for respiratory illnesses like COVID-19, influenza or respiratory syncytial virus (RSV) than last year, but the peak in flu cases is still to come.",0.14365700718735752,Chloe Hilles,0.1262229937419761
673,Afternoon Briefing: Cook County Jail inmate dead,-0.05079941113945097,"Good afternoon, Chicago. Here's what is happening today.",0.08913449430838227,Chicago Tribune staff,0.08115258067846298
674,"With some flight attendants on welfare, Alaska Airlines faces contract fight",0.011561468825675547,"Flight attendants at American, Southwest and United Airlines are likewise deep in tense contract bargains.",0.07497686636634171,Dominic Gates,0.05961931718047708
675,"Man, 24, critically shot during fight in Washington Park neighborhood, 1 in custody",-0.05000229988945648,"A 24-year-old man was left in critical condition Wednesday morning after he was shot in the face during a fight in the Washington Park neighborhood, Chicago police said.",0.15427380800247192,Deanese Williams-Harris,0.21094702370464802
676,"Social media companies made $11 billion in US ad revenue from minors, Harvard study finds",-0.07653750936151482,A study from Harvard says social media companies collectively made over $11 billion in U.S. advertising revenue from minors last year.,0.12881500029470772,Barbara Ortutay and Haleluya Hadero,0.07859165503759868
677,Joe Lieberman Campaign for Third-Party Ticket Draws Ire of Dems -- Again...,0.01859242675709538,"Joe Lieberman Campaign for Third-Party Ticket Draws Ire of Dems -- Again...

 
 
 
 (Second column, 5th story, link)

 

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",0.15284626063657925,Molly Ball,-0.00031243450939655304
678,Succession Drama Gripping One of Baseball's Most Storied Teams...,-0.05975883494829759,"Baltimore Orioles owner Peter Angelos wants the team to be sold when he dies, but his oldest son isn’t planning to give up control",0.0760588810662739,"Lindsey Adler, Jared Diamond",0.1271853499347344
679,Cook County Jail inmate dead after found unresponsive in cell,0.008670040697325021,Authorities are investigating after a Cook County Jail inmate died at a hospital after he was found unresponsive in his cell on Monday.,0.10703542854753323,"Caroline Kubzansky, Madeline Buckley",0.16217697720276192
680,"Comedian Tom Smothers, one-half of the Smothers Brothers, dies at 86",-0.02886520941683557,"Tom Smothers, half of the Smothers Brothers and the co-host of one of the most socially conscious and groundbreaking television shows in the history of the medium, has died at 86.",0.08394893945660442,Chicago Tribune,0.1058474003802985
681,Notre Dame announces Mike Denbrock as new offensive coordinator — it’s his 3rd coaching stint with Irish,-0.04012984409928322,"Mike Denbrock is back for a third coaching stint at Notre Dame, this time as offensive coordinator.",0.12230052863014862,Chicago Tribune,0.03284952137619257
682,Barnes & Noble bookstore in downtown Naperville to close in January,-0.027391432726290077,"The Barnes & Noble bookstore in downtown Naperville is closing Jan. 21, according to the store’s social media.",0.12022091157268733,Tess Kenny,0.03394566074712202
683,Bremen High School TV students gain experience helping produce the Chicago/Midwest Emmy Awards,-0.017421379539882764,"Four Bremen High School District 228 seniors and a junior at Andrew High School recently helped produce the 65th Chicago/Midwest Regional Emmy Awards, and meet meteorologist Tom Skilling.",0.17104488590848632,Bill Jones,0.054786850243544905
684,"Florida Manatees’ Health Improves, but Beloved Species Still Faces Threats",-0.05372962448745966,"Florida Manatees’ Health Improves, but Beloved Species Still Faces Threatswsj.com",0.060512096888487577,Arian Campo-flores,0.03190659894607961
685,"Robbers use silver vehicles overnight in attempt carjacking, and at least 3 armed robberies, police say",-0.030257102684117854,"While police did not say the robberies were related, the culprits used a silver sedan or silver SUV during the crimes.",-0.003197336453013122,Deanese Williams-Harris,0.03358681011013687
686,Eddie Kornegay and Brad Wilcox: We can make Chicago safer by prioritizing stronger families,0.0815433418028988,City leaders and those fighting to decrease crime rates should put more emphasis on encouraging and fostering a healthy family life.,0.08477955893613398,"Eddie Kornegay, Brad Wilcox",0.13364346034359187
687,Fishermen find survivor in wrecked pickup after six days along Salt Creek under I-94,-0.07421270938357338,"A Mishawaka, Indiana man is in the hospital with life-threatening injuries after police said two fishermen found him in his crashed pickup truck along Salt Creek off Interstate 94 near Portage Tuesday afternoon, likely six days after the truck went off the ro…",0.17122362833470106,Amy Lavalley,0.17930979240918532
688,Sports betting spread rapidly the past 5 years. But the odds for further expansion may be fading.,-0.14865873660892248,Sports betting has spread rapidly across U.S. states in the past five years. But the odds for further expansion may be fading as state legislatures prepare to return to work in 2024.,0.1170821551932022,David A. Lieb,0.20731549465926946
689,Teenager Najiah Knight wants to be the 1st woman at bull riding’s top level. But it’s an uphill dream.,-0.08340277848765254,Najiah Knight is a 17-year-old bull rider with a big dream. She wants to be the first woman to compete at the top level of the Professional Bull Riders tour.,0.12583175697363913,Anne M. Peterson,0.0946193115087226
690,"Man found fatally wounded inside alley overnight in Back of Yards neighborhood, cops",-0.06615720631089061,"Shortly before 12:15 a.m., a man described at about 35 years of age, was found shot multiple times in an alley in the 4800 block of South Hermitage Avenue.",0.1383376357553061,Deanese Williams-Harris,0.12651419366011396
691,"Woman found fatally wounded after crashing in West Humboldt Park neighborhood, cops say",-0.1001519990968518,"A woman was found fatally wounded Tuesday night after crashing into two parked vehicles in the West Humboldt Park neighborhood, Chicago police said.",0.2038618108490482,Deanese Williams-Harris,0.19749065185897052
692,"A record-breaking warm, snowless winter confounds Midwesterners",-0.04167485312791541,Record-breaking warm temperatures made for a rare snowless winter holiday week in much of the upper Midwest.,0.0851156689459458,Ernesto Londoño and Michael Levenson,0.04801554886944359
693,"New York Times Sues Microsoft and OpenAI, Alleging Copyright Infringement",-0.010795643960591406,News publisher says AI tools use its content without permission; tech companies have said training AI with web content is ‘fair use’,0.06466941678081639,Alexandra Bruell,0.04130568571781623
694,Police launch death investigation after 2 seniors found dead Tuesday night at Avondale residence,0.021959144505672157,"A 66-year-old woman and a man, 70, were discovered dead during a wellbeing check Tuesday night on the Northwest Side in the Avondale neighborhood, Chicago police said.",0.17497216300398577,Deanese Williams-Harris,0.1842201768886298
695,A US delegation to meet with Mexican government for talks on the surge of migrants at border,-0.027358432882465422,A top U.S. delegation is to meet with Mexico’s president Wednesday in what many see as a bid to get Mexico to do more to stem a surge of migrants reaching the U.S. southwestern border.,0.08209622128197225,Chicago Tribune,0.15070396743249148
696,Daywatch: Where to celebrate New Year’s Eve in Chicagoland,-0.09805074543692172,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.1523237854707986,Chicago Tribune staff,0.12406620851834305
697,Snatching American Citizens: New Tool of Hostile Governments...,0.008486833365168422,Travelers in countries representing nearly a quarter of the world’s population face a heightened risk of arrest—and of becoming pawns in a geopolitical struggle with Washington,0.07772845536237583,wsj,0.03953198721865192
698,Crisis Plays Out at America's Smallest Lenders...,-0.010021291440352798,Rural community banks are at risk from giant underwater bond portfolios,0.024791398725938052,wsj,0.036521905567497015
699,"In Putin's Russia, Snitching Enforces United Front -- and Outlet for Revenge...",0.016337668639607728,Thousands of people are believed to have fallen victim to informers,0.009137114393524826,wsj,0.025774758134502918
700,How Can Spending Be Up When People Feel Down?,0.010085104266181588,The Misery Index suggests Americans shouldn’t feel as miserable as they say they are,0.04555323871318251,wsj,0.021558999655098887
701,Chicago Bears Q&A: Where does Matt Eberflus stand with 2 games left? Is Kyler Gordon a top-10 slot cornerback?,-0.03196858346927911,Could the Chicago Bears’ second-half improvement save coach Matt Eberflus’ job? Brad Biggs addresses that topic and many others in the latest Bears mailbag.,0.19982091127258172,Brad Biggs,0.13669705836218782
702,Harvard Health: Chronic fatigue syndrome is rising,-0.03085126623045653,"Bone-deep exhaustion not eased by rest, lasting six months or more. Brain fog. Pain. These and other symptoms are hallmarks of chronic fatigue syndrome.",0.06014134013094008,Francesca Coltrera,-0.012643303765798919
703,"In memoriam: Amid the holidays and hopes for a new year, we remember who and what we lost in 2023",-0.06506846184493043,The end of each year brings memories of the people who have vanished during the previous 12 months — and places and things too.,0.12327129513141699,Rick Kogan,0.1395097100903513
704,Top 10 best of Broadway in 2023: From Daniel Radcliffe in ‘Merrily’ to Jessica Chastain in ‘Doll’s House’,-0.015612182905897498,"Here, in order of preference, are my top picks from New York's Great White Way on the first full year since the pandemic.",0.205059441505,Chris Jones,0.10215817607240751
705,"The Mississippi Gulf Coast beckons travelers in search of art, artifacts and history",0.030400997085962445,"The area has public beaches and, for those feeling lucky, casinos along the water. But it's also where many artists have settled for generations.",0.0344666872988455,Caroline Eubanks,0.0040116829331964254
706,"Save the Seats 2023: Your tickets for New Year’s Eve, from Second City to concerts to ‘Beautiful: The Carole King Musical’",-0.0754454350535525,"What are you doing for New Year’s Eve, 2023 edition? Here we are, the Wednesday before the weekend and you have no tickets yet for the big night. Which is where Save the Seats comes in.",0.24136455246480182,Doug George,0.19230672862613574
707,"With pandemic aid expiring and most funds already spent, schools across Illinois face a financial cliff",-0.055641731480136514,"Of the $7.8 billion in ESSER funds provided to Illinois schools, over $5.8 billion has been used, leaving many districts facing an uncertain fate.",0.1799230374454055,Sarah Macaraeg,0.14250290597919957
708,"2023 in review: Life in and around Chicago, as told through Tribune editorials",-0.07741681393235922,"A look back at 2023, as seen through excerpts from the Chicagoland-focused editorials of the Chicago Tribune Editorial Board.",0.18909698887728155,The Editorial Board,0.12944850837811828
709,Letters: US Rep. Sean Casten needs to call for a lasting cease-fire,-0.05242862121667713,U.S. Rep. Sean Casten’s op-ed in the Dec. 22 Tribune is stunningly tone-deaf.,0.08121533814119175,Chicago Tribune,0.06194506399333477
710,2023 in review: A look at immigration and the city’s migrant crisis through Tribune op-eds,-0.10569155146367848,We have published several op-eds and columns this year that offer perspectives on what can be done to ease the immigration crisis in Chicago and the U.S.,0.19659646274521947,Chicago Tribune staff,0.12787931837738142
711,Ask the Pediatrician: COVID-19 vaccines during pregnancy and breastfeeding,-0.05523822487157304,"If I get a COVID vaccine during pregnancy, does it also protect my baby too? Here are answers to frequently asked questions.",0.06295406776189338,"Lisa M. Costello, MD, MPH, FAAP",0.04306354816071689
712,Ask Amy: Stepdaughters called DCFS about my son’s cannabis use,-0.03657286532688886,Dear Amy: This betrayal led to familial estrangement from the stepdaughters.,0.06793149375880603,Amy Dickinson,0.03244236717000604
713,"Andre Drummond steps up in his 1st start for the short-handed Chicago Bulls, plus 3 takeaways from the 118-113 win",-0.03351275829481892,Andre Drummond lifted the Chicago Bulls on both sides of the court with 24 points and 25 rebounds as they came back from a 12-point deficit to beat the Atlanta Hawks.,0.14597992354538292,Julia Poe,0.1292245067015756
714,Photos: Bulls beat Hawks 118-113,-0.027758256066590548,"Photos of the Chicago Bulls' 118-113 victory against the Atlanta Hawks on Tuesday, Dec. 26, 2023, at the United Center.",0.09500283235684037,Armando L. Sanchez,0.08450141796492971
715,Consulting firm McKinsey agrees to $78 million settlement over claims it helped fuel the opioid crisis,-0.062087862694170326,Consulting firm McKinsey and Co. has agreed to pay $78 million to settle claims from insurers and health care funds that its marketing work with Purdue Pharma helped fuel an opioid addiction crisis.,0.11415010545169935,Dee-Ann Durbin,0.16844022157602012
716,Citing ‘passengers’ safety’ Buffalo Grove Village Board one of latest to consider regulations for unscheduled drop-off of migrants,0.016134579695062712,"Village leaders say with colder weather approaching, and train and bus lines running infrequently, migrants could be in harms way.",0.1290747823077254,Pioneer Press staff,0.09462082895333879
717,"Atlanta Braves acquire pitcher Chris Sale, a 7-time All-Star, from the Boston Red Sox",0.021437417482957244,Chris Sale’s injury-filled career with the Boston Red Sox ended Saturday when the 34-year-old left-hander was traded to the Atlanta Braves for infielder Vaughn Grissom.,0.15058865607716143,Associated Press staff,0.1084073874517344
