Row Number,Publisher,Title,Author,Description,URL,Published At
596,Chicago Tribune,"Laura Lynch, a founding member of the Chicks, dead at 65",Mark Olsen,"Laura Lynch, a founding member of the music group who would find fame as the Dixie Chicks, has died in a car crash in West Texas. She was 65.",https://www.chicagotribune.com/entertainment/music/laura-lynch-chicks-20231225-dlji37rvyjfn5auoxzcszhnd6q-story.html,2023-12-25T13:33:21Z
597,Chicago Tribune,How far off are the Chicago Bears in the NFC North? Brad Biggs’ 10 thoughts after the Week 16 win on Christmas Eve.,Brad Biggs,"In the spirit of the holiday season, here are 10 thoughts following the Chicago Bears' Week 16 win with a look at how far off (or not) they are in the NFC North.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-brad-biggs-10-thoughts-20231225-bajxyevil5gr3mtqqsqi7ufs4q-story.html,2023-12-25T13:32:51Z
598,Chicago Tribune,The secret life of gift cards: Here's what happens to the billions that go unspent each year,Dee-Ann Durbin,"Americans are expected to spend nearly $30 billion on gift cards this holiday season, according to the National Retail Federation. Restaurant gift cards are the most popular, making up one-third of those sales.",https://www.chicagotribune.com/business/gift-cards-20231225-pbvi6bhfyjaeta275tcbdxaeme-story.html,2023-12-25T13:28:42Z
599,The Wall Street Journal,"‘Guess What, Buddy? I’m a Match.’ How Work Friends Saved One Banker’s Life.",Rachel Louise Ensign,Bill Carroll told his colleagues at UBS that he was sick. They raced to find him a kidney.,https://www.wsj.com/us-news/guess-what-buddy-im-a-match-how-work-friends-saved-one-bankers-life-0edc3f59,2023-12-25T12:39:38Z
600,The Wall Street Journal,Your Kid Prefers YouTube to Netflix. That’s a Problem for Streamers.,Jessica Toonkel,Major streaming services test releasing children’s content on YouTube and cut back on fare for kids,https://www.wsj.com/business/media/your-kid-prefers-youtube-to-netflix-thats-a-problem-for-streamers-86b132f8,2023-12-25T12:39:38Z
601,Chicago Tribune,"The NBA’s annual quintupleheader awaits: ‘Marquee games on Christmas, it’s going to be a great atmosphere’",Tim Reynolds,"The Miami Heat return to the NBA's holiday slate for the first time since 2020 on Monday, when they meet the Philadelphia 76ers as part of the NBA’s traditional Christmas quintupleheader. The other games are Milwaukee at New York, Golden State at Denver, Bost…",https://www.chicagotribune.com/sports/ct-nba-christmas-games-20231225-nk6vw3qdlzhx5olngc3defvque-story.html,2023-12-25T12:00:00Z
602,The Wall Street Journal,We Own More Cars Than Ever. So Why Are We Driving Less?,David Harrison,"America has become a stay-at-home nation, despite all the cars and trucks in our garages",https://www.wsj.com/business/autos/we-own-more-cars-than-ever-so-why-are-we-driving-less-2b472f68,2023-12-25T11:18:23Z
603,Chicago Tribune,"Best performances in Chicago theater in 2023: These actors made plays, musicals and comedies come alive this year",Chris Jones,"They were the leads of big musicals (""Boop,"" ""Tommy"") or stars in other ways. Including an unprecedented top-10 double appearance.",https://www.chicagotribune.com/entertainment/theater/ct-ent-best-performances-chicago-theater-2023-20231225-asvvk7xmy5bqrkn3tzpn62l6ci-story.html,2023-12-25T11:00:00Z
604,Chicago Tribune,"Editorial: In 1967 and 2023, too little room at the Inn of Chicago.",The Editorial Board,"At Christmas time, no one should miss the obvious needs of so many who are looking, like Mary and Joseph, for a roof over their head.",https://www.chicagotribune.com/opinion/editorials/ct-editorial-christmas-mike-royko-migrants-chicago-pd-20231225-2v45wjtnivddrnwpwf5jph7moy-story.html,2023-12-25T11:00:00Z
605,Chicago Tribune,Laura Washington: No snow? And why am I getting fewer cards? The Grinch is meddling with my joy.,Laura Washington,"Climate change is robbing us of the precious white stuff for Christmas, millennials aren't sending Christmas cards and shopping is happening earlier.",https://www.chicagotribune.com/opinion/commentary/ct-column-grinch-stealing-my-christmas-washington-20231225-yqhvmy3rrrhr3dpcz23rhzazcy-story.html,2023-12-25T11:00:00Z
606,Chicago Tribune,A Christmas to remember: How a single migrant mom built a home for the holidays with the help of these Chicago women,Laura Rodríguez Presa,"For the first time in many years, Yohana Moreno says her heart feels at peace. The family is together now and has created a home in Chicago.",https://www.chicagotribune.com/immigration/ct-venezuelan-migrant-single-mother-chicago-residents-friendship-20231225-6mzwh7wqm5htlaeqxreqk64atq-story.html,2023-12-25T11:00:00Z
607,Chicago Tribune,"Despite economic headwinds in 2023, life sciences development still a bright spot in Chicago",Brian J. Rogal,"A flurry of new leases has developers anticipating strong growth in the sector, enough to kick-start new towers dedicated to life sciences.",https://www.chicagotribune.com/business/ct-biz-life-sciences-development-20231225-cgaa3dk3bjgnbjk4wppgsicahq-story.html,2023-12-25T11:00:00Z
608,Chicago Tribune,"Chicago planted 23,000 trees this year, with 8,600 going to neighborhoods with the highest need, officials say",Rebecca Johnson,"The city planted about 500 trees in Brighton Park, 200 in Archer Heights and 90 in Gage Park this year — three of its 22 priority spots.",https://www.chicagotribune.com/news/environment/ct-our-roots-chicago-tree-plantings-20231225-cefp4afjk5b4jpacyrjlbbzvsa-story.html,2023-12-25T11:00:00Z
609,Chicago Tribune,"Jim Goodman and Anthony Pahnke: This holiday season, let’s make our politics honor food’s sacred nature","Jim Goodman, Anthony Pahnke",We can promote policies to ensure that everyone has access to food and the necessary means to grow it for themselves and their communities.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-food-for-peace-farm-bill-usda-reforms-20231225-ith2mvimynevzfkydtljv2yobu-story.html,2023-12-25T11:00:00Z
610,Chicago Tribune,Letters: Christmas can be a time of reflection in this fragile world,Chicago Tribune,Our world is truly in need of reflection of our spiritual lives.,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-122523-20231225-ibae2mwvqrfhxl7qjuxo5gdu7a-story.html,2023-12-25T11:00:00Z
611,Chicago Tribune,Michael Peregrine: 1968′s Apollo 8 voyage gave a divided America and world the Christmas gift of hope,Michael Peregrine,"During those six days, Apollo 8 carried with it the curiosity of a bitterly torn but ultimately hopeful world.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-apollo-8-voyage-1968-divided-nation-20231225-ofquceb7vrcytbk5lf6yu4tbwu-story.html,2023-12-25T11:00:00Z
612,Chicago Tribune,Ask Amy: Let children play!,Amy Dickinson,Dear Amy: I have two boys – ages six and three – who show every sign of loving gender-typical toys like cars and trucks. They also love the toy kitchen we bought when our older one was three.,https://www.chicagotribune.com/advice/ask-amy-dickinson-20231225-6qbbyte2hbcx7he75etl2aimby-story.html,2023-12-25T09:30:00Z
613,The Wall Street Journal,"China Is Stealing AI Secrets to Turbocharge Spying, U.S. Says","Robert McMillan, Dustin Volz, Aruna Viswanatha","U.S. officials are worried about hacking and insider theft of AI secrets, which China has denied",https://www.wsj.com/tech/ai/china-is-stealing-ai-secrets-to-turbocharge-spying-u-s-says-00413594,2023-12-25T05:01:00Z
614,Chicago Tribune,Khalil Herbert and Justin Fields run all over Arizona Cardinals in Chicago Bears win: ‘There were like highways out there’,Colleen Kane,Running back Khalil Herbert rushed for a season-high 112 yards and the Chicago Bears totaled 250 on the ground to fuel a 27-16 victory over the Arizona Cardinals.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-arizona-cardinals-justin-fields-20231225-ydpphlh7vfhkdkcsji3aoo4fj4-story.html,2023-12-25T03:53:25Z
615,Chicago Tribune,Column: The Chicago Bears take care of business with a Christmas Eve defeat of the Arizona Cardinals,Dan Wiederer,"As the Chicago Bears tied a bow on their Christmas gift to the city they added a dash of valuable perspective. Yes, Chicago, there is meaningful progress being made.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-arizona-cardinals-20231225-srna4cxcirgl5o3youdvwir4py-story.html,2023-12-25T03:00:15Z
616,Chicago Tribune,"‘I can still play ball’: Closing in on 40, Chicago Bears tight end Marcedes Lewis is making his presence felt",Dan Wiederer,"When Marcedes Lewis arrived in August, he knew the Chicago Bears would be counting on him to be a resource for younger players. But Lewis also wanted it known immediately that he would contribute to the offense, “I’m not here just to have a jersey and be all …",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-marcedes-lewis-20231228-qayu5en6fnfbhin4a3kksdgswy-story.html,2023-12-28T23:34:44Z
617,Chicago Tribune,"New Trier alumnus sings with Chicago Symphony Orchestra, Metropolitan Opera",Corey Schmidt,New Trier Township High School graduate Matthew Polenzani has come a long way as a singer since his high school days ended in 1986 and most recently performed with the Chicago Symphony Orchestra for its Messiah performances from Dec. 21 to 23.,https://www.chicagotribune.com/suburbs/wilmette/ct-wlm-new-trier-opera-singer-tl-0104-20231228-xihdbtookfftzcudvamae75gtq-story.html,2023-12-28T23:10:02Z
618,The Wall Street Journal,What Went Right in 2023,Zachary Karabell,"Americans are ending the year in a sour mood, but the past year gave reasons for optimism, from new weight-loss drugs to economic resilience to falling crime.",https://www.wsj.com/us-news/what-went-right-in-2023-343dad56,2023-12-28T22:44:25Z
619,Chicago Tribune,Donald Trump denies he bullied his way into ‘Home Alone 2′,Michaela Zee,Donald Trump criticized “Home Alone 2: Lost in New York” director Chris Columbus on Wednesday for claiming in an interview that Trump bullied his way into the 1992 sequel.,https://www.chicagotribune.com/entertainment/movies/donald-trump-home-alone-2-20231228-cadhwl726jcezf6b3tguy5j3je-story.html,2023-12-28T22:35:50Z
620,Chicago Tribune,Cher files for conservatorship of her son Elijah Blue Allman,Thania Garcia,"Cher has filed for a conservatorship over her son Elijah Blue Allman’s finances, court documents reveal.",https://www.chicagotribune.com/entertainment/cher-conservatorship-20231228-6dkfodu3pbakrn2vl6ujj6wj54-story.html,2023-12-28T22:15:44Z
621,Chicago Tribune,"Chicago White Sox sign left-handed reliever Tim Hill to a 1-year, $1.8 million deal",LaMond Pope,"The Chicago White Sox have a new left-handed option in the bullpen after signing reliever Tim Hill to a one-year, $1.8 million deal on Thursday, a source confirmed to the Tribune.",https://www.chicagotribune.com/sports/white-sox/ct-chicago-white-sox-tim-hill-20231228-2gcuvqzbcrdo5d3u5g7xf2kqw4-story.html,2023-12-28T21:49:58Z
622,Chicago Tribune,"Wall Street’s seismic shift propels Dallas past Chicago, LA",Shelly Hagan,"Now the country’s fourth-largest metro, Dallas-Fort Worth surpassed Chicago and Los Angeles during the pandemic to become the No. 2 area for finance jobs.",https://www.chicagotribune.com/business/ct-biz-wall-street-dallas-chicago-tns-20231228-73pwemuqmreuhmp7gg35c7rfyu-story.html,2023-12-28T21:18:08Z
623,Chicago Tribune,Top Stories of 2023: Migrants find their way to Lake County; service organizations struggle to keep up with demand,Chloe Hilles,The number of migrants – many seeking asylum – who have found their way to Lake County has grown steadily throughout the year.,https://www.chicagotribune.com/suburbs/lake-county-news-sun/ct-lns-top-stories-migrants-st-1229-20231228-4gsxknshszg57gs74s7hwchbmi-story.html,2023-12-28T20:59:17Z
624,Chicago Tribune,"Susan Catania, former state lawmaker and ‘fighter’ for equality, dies at 81",Bob Goldsborough,The former Illinois state representative who grew up in the Beverly community died following a November house fire in Wisconsin.,https://www.chicagotribune.com/news/obituaries/ct-susan-catina-obituary-20231228-mnd6ybrktvfntix4bv3wuv4j2e-story.html,2023-12-28T20:50:11Z
625,Chicago Tribune,Illinois suspends men’s basketball player Terrence Shannon Jr. following rape charge,Chicago Tribune,"Illinois has suspended basketball player Terrence Shannon Jr. after he was charged with rape in connection with an incident that is alleged to have happened in Lawrence, Kansas, in September.",https://www.chicagotribune.com/sports/college/ct-illinois-basketball-terrence-shannon-arrest-20231228-hcruplup5bdxvdu2gzjnzlluh4-story.html,2023-12-28T20:45:04Z
626,The Wall Street Journal,How Dave Chappelle Fights Culture War From Stage...,wsj,Chappelle sold more tickets in the past year than any other comedian despite repeated controversies and blowback. Now he’s planning to open his own comedy clubs.,https://www.wsj.com/arts-culture/television/dave-chappelle-cancel-culture-netflix-the-dreamer-cfb8b23c,2023-12-28T20:00:04Z
627,Chicago Tribune,Afternoon Briefing: Where and how to recycle your Christmas tree,Chicago Tribune staff,"Good afternoon, Chicago. Here's what is happening today.",https://www.chicagotribune.com/news/ct-aud-cb-afternoon-briefing-newsletter-dec28-20231228-34rgt2tggzaipkbcnawvlhxruy-story.html,2023-12-28T19:49:14Z
628,Chicago Tribune,Mayor Johnson taps affordable housing advocate to head city’s Department of Housing,"A.D. Quig, Lizzie Kane",Johnson also appointed the acting executive director for the Office of Emergency Management and Communications to the post permanently.,https://www.chicagotribune.com/politics/ct-biz-lissette-castaneda-new-doh-head-20231228-l3srgnbzingrxjic5xda5yxmoe-story.html,2023-12-28T19:30:36Z
629,Chicago Tribune,Mayor Johnson taps affordable housing advocate to head city’s Department of Housing,"A.D. Quig, Lizzie Kane",Johnson also appointed the acting executive director for the Office of Emergency Management and Communications to the post permanently.,https://www.chicagotribune.com/politics/ct-biz-lissette-castaneda-new-doh-head-20231228-l3srgnbzingrxjic5xda5yxmoe-story.html,2023-12-28T19:30:36Z
630,Chicago Tribune,"With gift cards in hand and items to exchange, shoppers keep Aurora stores hopping after Christmas: ‘It’s all about the sales and getting good deals’",David Sharos,"The Christmas rush may be over, but for merchants and shoppers the fun has only begun as post-holiday shopping rolls on at stores in Aurora.",https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-post-christmas-shopping-st-1229-20231228-cxfu2ijfgjbl3cvau3pjhsp6fm-story.html,2023-12-28T19:05:26Z
631,The Wall Street Journal,"At an Aspen Ski Resort, These Influencers Aren’t Welcome",Joseph Pisani,Resort operator Aspen Skiing says a luxury retailer is appropriating its brand,https://www.wsj.com/business/at-an-aspen-ski-resort-these-influencers-arent-welcome-cb635cf0,2023-12-28T18:56:00Z
632,Chicago Tribune,"Chicago weather: The hottest, coldest, wettest and snowiest days of 2023",Kori Rumore,"Chicago experienced tornadoes in February and March, multiple rounds of severe storms in April, flash floods in July and September, and a lack of snowfall to end 2023.",https://www.chicagotribune.com/weather/ct-chicago-weather-stories-2023-hottest-coldest-wettest-snowiest-days-20231228-7wxji3xcanh37p7sphhgccstye-list.html,2023-12-28T18:22:27Z
633,The Wall Street Journal,STOCKS HIT ANOTHER RECORD HIGH...,wsj,"The U.S. dollar gave up more ground against major currencies, taking it toward its weakest level in five months. Stock futures were little changed.",https://www.wsj.com/livecoverage/stock-market-today-dow-jones-12-28-2023,2023-12-28T18:00:03Z
634,Chicago Tribune,Connor Bedard scores his 1st OT game-winner: 5 takeaways from Chicago Blackhawks’ 2-1 win over the Winnipeg Jets,Phil Thompson,Connor Bedard's two goals and Petr Mrazek's 37 saves were pivotal to the Chicago Blackhawks' overtime win over the Winnipeg Jets.,https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-connor-bedard-20231228-vz5qudpkg5adxmrrs2nndmceym-story.html,2023-12-28T17:18:13Z
635,Chicago Tribune,Where and how to recycle your Christmas tree in Chicago and the suburbs,Kori Rumore,Chicago has 27 drop-off sites for Christmas trees and many suburbs will take your live tree away for free.,https://www.chicagotribune.com/data/ct-christmas-tree-lights-recycling-collection-chicago-suburbs-htmlstory.html,2023-12-28T17:16:17Z
636,Chicago Tribune,"Review: Feisty and ferocious, Chicago-born Patti Smith and band buzz with electricity at the Salt Shed",Bob Gendron,"Though Patti Smith is no stranger to remarkable performances, her transcendent showing at the Salt Shed unfolded as the stuff of legend.",https://www.chicagotribune.com/entertainment/music/ct-ent-patti-smith-salt-shed-review-20231228-z4vxh47tezd7thqtgcekjxv5vi-story.html,2023-12-28T16:50:58Z
637,The Wall Street Journal,"Meet the Neighbors Who Want Your Leaves: ‘I’m Stealing, but It’s Good for the Earth’",Sarah Nassauer,"Meet the Neighbors Who Want Your Leaves: ‘I’m Stealing, but It’s Good for the Earth’wsj.com",https://www.wsj.com/lifestyle/steal-leaves-neighbors-mulch-compost-3d5940aa,2023-12-28T15:54:27Z
638,The Wall Street Journal,Apple Is Being Overtaken by Chinese Smartphone Rivals—in Cars,Yang Jie,"Huawei, Xiaomi introduce electric vehicles designed to work with their phones",https://www.wsj.com/business/autos/apple-is-being-overtaken-by-chinese-smartphone-rivalsin-cars-0b48a3c3,2023-12-28T14:58:22Z
639,Chicago Tribune,Mark Cuban says the changing NBA landscape led to his sale of the Dallas Mavericks to casino families,Schuyler Dixon,Mark Cuban sees a future of NBA ownership where the advantages will be in real estate.,https://www.chicagotribune.com/sports/breaking/ct-mark-cuban-nba-sale-20231228-3eofqwdkzfdhhpqtjlk5kru4ma-story.html,2023-12-28T14:49:23Z
640,Chicago Tribune,Fenwick High School names John Finan as new principal starting next school year,Rebecca Johnson,"After an unexpected leadership change earlier this month, Fenwick High School in Oak Park has named a new principal who will start next school year.",https://www.chicagotribune.com/suburbs/oak-park/ct-new-principal-fenwick-oak-park-20231228-qaou6zpouvg5jitljatqfw4kka-story.html,2023-12-28T14:41:40Z
641,Chicago Tribune,A new league for a new mom: Kendall Coyne Schofield returns to hockey in the PWHL’s inaugural season,John Wawrow,"Kendall Coyne Schofield is relishing her return to hockey, and doing so as a first-time mother. She will be bringing her six-month-old son Drew along for the journey while playing for Minnesota in the newly established Professional Women’s Hockey League.",https://www.chicagotribune.com/sports/ct-kendall-coyne-schofield-pwhl-20231228-z2aggbw6vbgrzdrkqpatxrcbgm-story.html,2023-12-28T14:03:39Z
642,The Wall Street Journal,MARINES Transformed to Take On China. Will They Be Ready for Everything Else?,wsj,A plan to redesign the Corps stirred warnings that it might have gone too far,https://www.wsj.com/politics/national-security/the-marines-transformed-to-take-on-china-will-they-be-ready-for-everything-else-d4ea24c6,2023-12-28T13:00:04Z
643,The Wall Street Journal,The Year College Football Ate Itself...,wsj,"After months of maneuvering and spending—farewell, Pac 12; hello $75 million for Jimbo Fisher—it’s impossible to pretend it’s anything but another ruthless business",https://www.wsj.com/sports/football/college-pac-12-jimbo-fisher-dc80521f,2023-12-28T13:00:04Z
644,The Wall Street Journal,Biden Knew Carter Was in Trouble in '79. Now He's in Same Boat...,wsj,Both presidents faced inflation and foreign-policy challenges as they sought a second term,https://www.wsj.com/politics/elections/biden-knew-carter-was-in-trouble-in-1979-now-hes-in-the-same-boat-74c96cdb,2023-12-28T13:00:04Z
645,The Wall Street Journal,Israel-Iran Tensions Fuel Fears War Could Spread Beyond Gaza...,wsj,Israel says diplomacy isn’t stemming attacks from Hezbollah and other militias backed by Tehran,https://www.wsj.com/world/middle-east/israel-iran-tensions-fuel-fears-war-could-spread-beyond-gaza-c0b0191e,2023-12-28T13:00:04Z
646,Chicago Tribune,"Daywatch: Driver trapped in truck for 6 days, surviving on rain water",Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter--20231228-mg452fn72rfk3djsierl3lsqqa-story.html,2023-12-28T12:37:12Z
647,Chicago Tribune,Real Estate Matters: Homeowner’s credit score drops after mortgage sold to new servicer,Ilyce Glink and Samuel Tamkin,How and why credit scores work are a mystery to most people.,https://www.chicagotribune.com/real-estate/ct-real-estate-matters-homeowner-credit-score-drops-after-mortgage-sold-20231228-ffty3dq6ybbbpkdw5x7gmgrst4-story.html,2023-12-28T12:00:00Z
648,Chicago Tribune,True or false: The Chicago Bears have a ton to build on as the year ends — including an impressive Soldier Field winning streak,"Dan Wiederer, Colleen Kane",Last weekend’s 27-16 defeat of the Arizona Cardinals was the Chicago Bears’ fourth win in the past six games. So what's ahead for the team as they look to carry this season's momentum into 2024?,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-ryan-poles-20231228-mitr3vxoq5gd5hqck5zw3rfmzu-story.html,2023-12-28T12:00:00Z
649,Chicago Tribune,College Football Playoff: Matchups — and predictions — for Michigan vs. Alabama and Texas vs. Washington,Ralph D. Russo,The final four-team College Football Playoff promises to be one of the closest in the 10-year history of the event.,https://www.chicagotribune.com/sports/college/ct-college-football-bowl-games-20231228-de6eub3d4jctzbnaxxabkdltw4-story.html,2023-12-28T12:00:00Z
650,Chicago Tribune,"After decades-long closure, Bridgeport’s Ramova Theatre gets its second act, reopening as a live music space",Bob Gendron,"Nearly 40 years after closing, the former Bridgeport movie house begins a new incarnation this New Year’s Eve as a live music space.",https://www.chicagotribune.com/entertainment/music/ct-ent-ramova-theatre-bridgeport-opens-concerts-20231228-y3qigedvfbgczcd4trtb3cbxva-story.html,2023-12-28T11:30:00Z
651,Chicago Tribune,"As logistics centers creep closer to residential areas, neighbors worried about noise and pollution are pushing back",Brian J. Rogal,"With online shoppers demanding ever-faster home deliveries, many new logistics buildings need to be close to dense residential areas.",https://www.chicagotribune.com/business/ct-biz-deerfield-baxter-20231228-jz3hppfwnbgknmejipk37rmua4-story.html,2023-12-28T11:00:00Z
652,Chicago Tribune,Letters: We need strong bipartisan legislation to finally start dealing with our immigration issues,Chicago Tribune,"How many times have you heard or read the words, “President Joe Biden is soft on the border” or “Donald Trump’s border policies are inhumane”?",https://www.chicagotribune.com/opinion/letters/ct-letters-vp-122823-20231228-lq3al7gzj5c4lghvswlm4xa4sy-story.html,2023-12-28T11:00:00Z
653,Chicago Tribune,2023 in review: A look at the Israel-Hamas war through Tribune op-eds,Chicago Tribune,"Since the Oct. 7 attacks, our op-ed contributors have spoken with passion and intellectual rigor about the war and related issues.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-2023-year-in-review-israel-hamas-war-20231228-5s4bv3tiojctrhlr3xcip7pfz4-story.html,2023-12-28T11:00:00Z
654,Chicago Tribune,"In ‘non-sanctuary’ Grundy County, signs along I-55 warned migrant buses to keep driving",Jonathan Bullington,"Naperville, Aurora, Fox River Grove, Elmhurst and Cicero are among the communities that have seen busloads of migrants in recent weeks amid mounting calls for a coordinated response from federal and state governments to the influx of migrants.",https://www.chicagotribune.com/news/breaking/ct-illinois-migrants-grundy-county-20231228-ohorvkbn6beunfc37clltrfrcu-story.html,2023-12-28T11:00:00Z
655,Chicago Tribune,"At ‘Climate Cafés,’ mental health experts and environmentalists create a community to tackle climate anxiety",Adriana Pérez,A study published in the medical journal The Lancet in 2021 found that almost half of Americans surveyed between the ages of 16 and 25 were very worried or extremely worried about climate change and thought humanity was doomed because of it.,https://www.chicagotribune.com/news/environment/ct-climate-change-mental-health-anxiety-20231228-lyw5v3i76jao7hzrkj6jhgyawq-story.html,2023-12-28T11:00:00Z
656,Chicago Tribune,2023 in review: Life in the US as told through Tribune editorials,The Editorial Board,Here is what the Tribune Editorial Board had to say about national issues in 2023.,https://www.chicagotribune.com/opinion/editorials/ct-editorial-2023-year-in-review-america-politics-20231228-d3uxswhfjzedvgy42eviskmdby-story.html,2023-12-28T11:00:00Z
657,Chicago Tribune,Willie Wilson: My predictions for public safety and the economy in Chicago for 2024,Willie Wilson Wilson,"In Chicago and beyond, the following issues will dominate the 2024 landscape. Here are Willie Wilson's predictions.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-predictions-chicago-2024-crime-business-climate-20231228-rrg7uo3ogzewpehxmk6tsdq32u-story.html,2023-12-28T11:00:00Z
658,Chicago Tribune,Ask the Pediatrician: How to talk with your child about the Israel-Gaza war,"David Schonfeld, MD, FAAP",Here are some suggestions to help parents and caregivers support children in a constructive and helpful way.,https://www.chicagotribune.com/people/parenting/israel-gaza-war-20231228-ltgpnlixgbhz3bnp5qmnpgnmmq-story.html,2023-12-28T10:00:00Z
659,Chicago Tribune,Ask Amy: Friend sharing private information about husband’s patients,Amy Dickinson,Dear Amy: I had a long-term close friendship that I have finally completely severed. This friend is married to a prominent doctor.,https://www.chicagotribune.com/advice/ask-amy-dickinson-20231228-l4t77v3gcrca7dqevlkbgxa2fa-story.html,2023-12-28T09:30:00Z
660,Chicago Tribune,"Devin Hester, Julius Peppers and Jared Allen join Steve McMichael as finalists for the Pro Football Hall of Fame",Josh Dubow,First-time candidates Julius Peppers and Antonio Gates joined nine returning finalists who advanced to the final stage of voting for the Pro Football Hall of Fame’s class of 2024.,https://www.chicagotribune.com/sports/bears/ct-football-hall-of-fame-finalists-20231228-m35ndkvsivarhjadmsec3cz5qa-story.html,2023-12-28T04:03:07Z
661,Chicago Tribune,"Devin Hester, Julius Peppers and Jared Allen join Steve McMichael as finalists for the Pro Football Hall of Fame",Josh Dubow,First-time candidates Julius Peppers and Antonio Gates joined nine returning finalists who advanced to the final stage of voting for the Pro Football Hall of Fame’s class of 2024.,https://www.chicagotribune.com/sports/bears/ct-football-hall-of-fame-finalists-20231228-m35ndkvsivarhjadmsec3cz5qa-story.html,2023-12-28T04:03:07Z
662,The Wall Street Journal,The Employee Retention Tax Credit Is the Biggest Covid Scam,The Editorial Board,"The pandemic tax break was supposed to cost $55 billion. The bill so far: $230 billion, and rising.",https://www.wsj.com/articles/employee-retention-tax-credit-covid-congress-irs-employers-6c72e9c1,2023-12-28T02:16:48Z
663,Chicago Tribune,Mayor Brandon Johnson joins New York and Denver mayors in call for federal help with migrants,Caroline Kubzansky,"In first-time join appearance, three mayors renew callas cities near a “breaking point” in coping with the crisis.",https://www.chicagotribune.com/politics/ct-migrants-coalition-mayors-ny-denver-20231228-xj7k54bmebc2reitrxzbgqb35m-story.html,2023-12-28T01:20:26Z
664,Chicago Tribune,Chicago Blackhawks’ Colin Blackwell briefly forgot who he is — a hitter: ‘He’s a little bowling ball coming’,Phil Thompson,Chicago Blackhawks forward Colin Blackwell said he got away from his physical game — until he looked at the numbers.,https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-colin-blackwell-20231228-shgrnj7dffawlopygc2fuzahju-story.html,2023-12-28T00:04:54Z
665,Chicago Tribune,"Herb Kohl, former owner of Milwaukee Bucks and Wisconsin senator, dies at 88",Frederic J. Frommer,"Herb Kohl, a former Democratic U.S. senator from Wisconsin and former owner of the Milwaukee Bucks basketball team, has died. He was 88.",https://www.chicagotribune.com/news/obituaries/herb-kohl-20231227-5s4uwgduqrdeplrlctocak7bi4-story.html,2023-12-27T23:52:21Z
666,Chicago Tribune,"Herb Kohl, former owner of Milwaukee Bucks and Wisconsin senator, dies at 88",Frederic J. Frommer,"Herb Kohl, a former Democratic U.S. senator from Wisconsin and former owner of the Milwaukee Bucks basketball team, has died. He was 88.",https://www.chicagotribune.com/news/obituaries/herb-kohl-20231227-5s4uwgduqrdeplrlctocak7bi4-story.html,2023-12-27T23:43:42Z
667,Chicago Tribune,Montez Sweat has quickly fit with the Chicago Bears defense — ‘I see a hungry group here’ — and helps elevate the standards,Dan Wiederer,"Montez Sweat believes an elevated standard is being established within the Chicago Bears defense, fueling contagious enthusiasm within the group. “If I make a play, I’m going to look somebody else in the eyes and see if he is ready to match my energy.""",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-montez-sweat-20231227-ugyaowef6nap3fi5fvxrinf4tm-story.html,2023-12-27T23:03:30Z
668,Chicago Tribune,"Groupon settles EEOC investigation, launching education fund for Black students",Lizzie Kane,"Under the EEOC agreement, Groupon will contribute funds to improve primary and secondary STEM education and award scholarships to Black students pursuing advanced degrees in STEM fields.",https://www.chicagotribune.com/business/ct-biz-groupon-eeoc-settlement-hiring-practices-20231227-p4k6bvhpuraafbklhmmvnnnjqa-story.html,2023-12-27T22:54:56Z
669,Chicago Tribune,Bulldog Ale House in New Lenox unexpectedly closes,Alexandra Kukulka,New Lenox Mayor Tim Baldermann said the restaurant closed officially Christmas Day as a result of a landlord tenant dispute.,https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-bulldog-ale-house-closes-st-1229-20231227-pnn7jmwlnjbwjmrkqqdvwy6gui-story.html,2023-12-27T22:16:08Z
670,Chicago Tribune,"Zach LaVine is progressing through injury recovery, but the Chicago Bulls haven’t set a return date for the star guard",Julia Poe,"The Chicago Bulls say Zach LaVine hasn't faced any setbacks, but they still aren't sure when he will be ready to return to the court.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-zach-lavine-nikola-vucevic-injury-20231227-jwbh4j76i5hwtjdt2m5hcriaeq-story.html,2023-12-27T21:40:51Z
